Year,State,Age group,Sex,Number of death
2004,WP Labuan,55-59,Female,5
2004,WP Labuan,60-64,Male,6
2004,WP Labuan,60-64,Female,6
2004,WP Labuan,65-69,Male,13
2004,WP Labuan,65-69,Female,5
2004,WP Labuan,70-74,Male,15
2004,WP Labuan,70-74,Female,13
2004,WP Labuan,75-79,Male,15
2004,WP Labuan,75-79,Female,8
2004,WP Labuan,80-84,Male,11
2004,WP Labuan,80-84,Female,11
2004,WP Labuan,85 +,Male,7
2004,WP Labuan,85 +,Female,10
2004,WP Putrajaya,Under 1 year,Male,
2004,WP Putrajaya,Under 1 year,Female,
2004,WP Putrajaya,1-4,Male,
2004,WP Putrajaya,1-4,Female,
2004,WP Putrajaya,5-9,Male,
2004,WP Putrajaya,5-9,Female,
2004,WP Putrajaya,10-14,Male,
2004,WP Putrajaya,10-14,Female,
2004,WP Putrajaya,15-19,Male,
2004,WP Putrajaya,15-19,Female,
2004,WP Putrajaya,20-24,Male,
2004,WP Putrajaya,20-24,Female,
2004,WP Putrajaya,25-29,Male,
2004,WP Putrajaya,25-29,Female,
2004,WP Putrajaya,30-34,Male,
2004,WP Putrajaya,30-34,Female,
2004,WP Putrajaya,35-39,Male,
2004,WP Putrajaya,35-39,Female,
2004,WP Putrajaya,40-44,Male,
2004,WP Putrajaya,40-44,Female,
2004,WP Putrajaya,45-49,Male,
2004,WP Putrajaya,45-49,Female,
2004,WP Putrajaya,50-54,Male,
2004,WP Putrajaya,50-54,Female,
2004,WP Putrajaya,55-59,Male,
2004,WP Putrajaya,55-59,Female,
2004,WP Putrajaya,60-64,Male,
2004,WP Putrajaya,60-64,Female,
2004,WP Putrajaya,65-69,Male,
2004,WP Putrajaya,65-69,Female,
2004,WP Putrajaya,70-74,Male,
2004,WP Putrajaya,70-74,Female,
2004,WP Putrajaya,75-79,Male,
2004,WP Putrajaya,75-79,Female,
2004,WP Putrajaya,80-84,Male,
2004,WP Putrajaya,80-84,Female,
2004,WP Putrajaya,85 +,Male,
2004,WP Putrajaya,85 +,Female,
2005,Malaysia,Under 1 year,Male,1769
2005,Malaysia,Under 1 year,Female,1412
2005,Malaysia,1-4,Male,507
2005,Malaysia,1-4,Female,401
2005,Malaysia,5-9,Male,477
2005,Malaysia,5-9,Female,324
2005,Malaysia,10-14,Male,507
2005,Malaysia,10-14,Female,338
2005,Malaysia,15-19,Male,1415
2005,Malaysia,15-19,Female,491
2005,Malaysia,20-24,Male,1734
2005,Malaysia,20-24,Female,553
2005,Malaysia,25-29,Male,1746
2005,Malaysia,25-29,Female,557
2005,Malaysia,30-34,Male,2048
2005,Malaysia,30-34,Female,712
2005,Malaysia,35-39,Male,2385
2005,Malaysia,35-39,Female,900
2005,Malaysia,40-44,Male,3009
2005,Malaysia,40-44,Female,1345
2005,Malaysia,45-49,Male,3716
2005,Malaysia,45-49,Female,1983
2005,Malaysia,50-54,Male,4450
2005,Malaysia,50-54,Female,2552
2005,Malaysia,55-59,Male,5424
2005,Malaysia,55-59,Female,3138
2005,Malaysia,60-64,Male,6139
2005,Malaysia,60-64,Female,3683
2005,Malaysia,65-69,Male,7532
2005,Malaysia,65-69,Female,5338
2005,Malaysia,70-74,Male,7068
2005,Malaysia,70-74,Female,6021
2005,Malaysia,75-79,Male,6647
2005,Malaysia,75-79,Female,6595
2005,Malaysia,80-84,Male,4863
2005,Malaysia,80-84,Female,5917
2005,Malaysia,85 +,Male,4787
2005,Malaysia,85 +,Female,6953
2005,Johor,Under 1 year,Male,230
2005,Johor,Under 1 year,Female,181
2005,Johor,1-4,Male,56
2005,Johor,1-4,Female,41
2005,Johor,5-9,Male,59
2005,Johor,5-9,Female,36
2005,Johor,10-14,Male,70
2005,Johor,10-14,Female,41
2005,Johor,15-19,Male,209
2005,Johor,15-19,Female,71
2005,Johor,20-24,Male,251
2005,Johor,20-24,Female,75
2005,Johor,25-29,Male,257
2005,Johor,25-29,Female,80
2005,Johor,30-34,Male,296
2005,Johor,30-34,Female,93
2005,Johor,35-39,Male,354
2005,Johor,35-39,Female,125
2005,Johor,40-44,Male,383
2005,Johor,40-44,Female,185
2005,Johor,45-49,Male,476
2005,Johor,45-49,Female,257
2005,Johor,50-54,Male,574
2005,Johor,50-54,Female,370
2005,Johor,55-59,Male,671
2005,Johor,55-59,Female,407
2005,Johor,60-64,Male,683
2005,Johor,60-64,Female,395
2005,Johor,65-69,Male,895
2005,Johor,65-69,Female,624
2005,Johor,70-74,Male,829
2005,Johor,70-74,Female,683
2005,Johor,75-79,Male,791
2005,Johor,75-79,Female,790
2005,Johor,80-84,Male,580
2005,Johor,80-84,Female,616
2005,Johor,85 +,Male,530
2005,Johor,85 +,Female,888
2005,Kedah,Under 1 year,Male,149
2005,Kedah,Under 1 year,Female,121
2005,Kedah,1-4,Male,37
2005,Kedah,1-4,Female,27
2005,Kedah,5-9,Male,39
2005,Kedah,5-9,Female,32
2005,Kedah,10-14,Male,45
2005,Kedah,10-14,Female,30
2005,Kedah,15-19,Male,127
2005,Kedah,15-19,Female,50
2005,Kedah,20-24,Male,122
2005,Kedah,20-24,Female,59
2005,Kedah,25-29,Male,109
2005,Kedah,25-29,Female,50
2005,Kedah,30-34,Male,133
2005,Kedah,30-34,Female,69
2005,Kedah,35-39,Male,184
2005,Kedah,35-39,Female,81
2005,Kedah,40-44,Male,219
2005,Kedah,40-44,Female,109
2005,Kedah,45-49,Male,293
2005,Kedah,45-49,Female,167
2005,Kedah,50-54,Male,402
2005,Kedah,50-54,Female,222
2005,Kedah,55-59,Male,419
2005,Kedah,55-59,Female,264
2005,Kedah,60-64,Male,506
2005,Kedah,60-64,Female,334
2005,Kedah,65-69,Male,723
2005,Kedah,65-69,Female,568
2005,Kedah,70-74,Male,710
2005,Kedah,70-74,Female,531
2005,Kedah,75-79,Male,690
2005,Kedah,75-79,Female,603
2005,Kedah,80-84,Male,439
2005,Kedah,80-84,Female,588
2005,Kedah,85 +,Male,424
2005,Kedah,85 +,Female,605
2005,Kelantan,Under 1 year,Male,162
2005,Kelantan,Under 1 year,Female,142
2005,Kelantan,1-4,Male,70
2005,Kelantan,1-4,Female,55
2005,Kelantan,5-9,Male,60
2005,Kelantan,5-9,Female,32
2005,Kelantan,10-14,Male,58
2005,Kelantan,10-14,Female,25
2005,Kelantan,15-19,Male,100
2005,Kelantan,15-19,Female,42
2005,Kelantan,20-24,Male,139
2005,Kelantan,20-24,Female,37
2005,Kelantan,25-29,Male,195
2005,Kelantan,25-29,Female,45
2005,Kelantan,30-34,Male,247
2005,Kelantan,30-34,Female,61
2005,Kelantan,35-39,Male,196
2005,Kelantan,35-39,Female,60
2005,Kelantan,40-44,Male,194
2005,Kelantan,40-44,Female,86
2005,Kelantan,45-49,Male,230
2005,Kelantan,45-49,Female,137
2005,Kelantan,50-54,Male,260
2005,Kelantan,50-54,Female,172
2005,Kelantan,55-59,Male,369
2005,Kelantan,55-59,Female,208
2005,Kelantan,60-64,Male,514
2005,Kelantan,60-64,Female,305
2005,Kelantan,65-69,Male,502
2005,Kelantan,65-69,Female,414
2005,Kelantan,70-74,Male,431
2005,Kelantan,70-74,Female,417
2005,Kelantan,75-79,Male,419
2005,Kelantan,75-79,Female,525
2005,Kelantan,80-84,Male,464
2005,Kelantan,80-84,Female,539
2005,Kelantan,85 +,Male,441
2005,Kelantan,85 +,Female,481
2005,Melaka,Under 1 year,Male,69
2005,Melaka,Under 1 year,Female,43
2005,Melaka,1-4,Male,13
2005,Melaka,1-4,Female,12
2005,Melaka,5-9,Male,10
2005,Melaka,5-9,Female,11
2005,Melaka,10-14,Male,13
2005,Melaka,10-14,Female,8
2005,Melaka,15-19,Male,58
2005,Melaka,15-19,Female,20
2005,Melaka,20-24,Male,60
2005,Melaka,20-24,Female,18
2005,Melaka,25-29,Male,52
2005,Melaka,25-29,Female,21
2005,Melaka,30-34,Male,56
2005,Melaka,30-34,Female,22
2005,Melaka,35-39,Male,72
2005,Melaka,35-39,Female,22
2005,Melaka,40-44,Male,94
2005,Melaka,40-44,Female,37
2005,Melaka,45-49,Male,115
2005,Melaka,45-49,Female,64
2005,Melaka,50-54,Male,152
2005,Melaka,50-54,Female,94
2005,Melaka,55-59,Male,189
2005,Melaka,55-59,Female,130
2005,Melaka,60-64,Male,211
2005,Melaka,60-64,Female,141
2005,Melaka,65-69,Male,273
2005,Melaka,65-69,Female,213
2005,Melaka,70-74,Male,236
2005,Melaka,70-74,Female,222
2005,Melaka,75-79,Male,285
2005,Melaka,75-79,Female,252
2005,Melaka,80-84,Male,174
2005,Melaka,80-84,Female,252
2005,Melaka,85 +,Male,161
2005,Melaka,85 +,Female,265
2005,Negeri Sembilan,Under 1 year,Male,77
2005,Negeri Sembilan,Under 1 year,Female,63
2005,Negeri Sembilan,1-4,Male,13
2005,Negeri Sembilan,1-4,Female,12
2005,Negeri Sembilan,5-9,Male,12
2005,Negeri Sembilan,5-9,Female,19
2005,Negeri Sembilan,10-14,Male,20
2005,Negeri Sembilan,10-14,Female,17
2005,Negeri Sembilan,15-19,Male,71
2005,Negeri Sembilan,15-19,Female,28
2005,Negeri Sembilan,20-24,Male,86
2005,Negeri Sembilan,20-24,Female,23
2005,Negeri Sembilan,25-29,Male,77
2005,Negeri Sembilan,25-29,Female,18
2005,Negeri Sembilan,30-34,Male,99
2005,Negeri Sembilan,30-34,Female,36
2005,Negeri Sembilan,35-39,Male,115
2005,Negeri Sembilan,35-39,Female,32
2005,Negeri Sembilan,40-44,Male,169
2005,Negeri Sembilan,40-44,Female,55
2005,Negeri Sembilan,45-49,Male,195
2005,Negeri Sembilan,45-49,Female,87
2005,Negeri Sembilan,50-54,Male,209
2005,Negeri Sembilan,50-54,Female,122
2005,Negeri Sembilan,55-59,Male,270
2005,Negeri Sembilan,55-59,Female,137
2005,Negeri Sembilan,60-64,Male,253
2005,Negeri Sembilan,60-64,Female,131
2005,Negeri Sembilan,65-69,Male,365
2005,Negeri Sembilan,65-69,Female,232
2005,Negeri Sembilan,70-74,Male,318
2005,Negeri Sembilan,70-74,Female,273
2005,Negeri Sembilan,75-79,Male,295
2005,Negeri Sembilan,75-79,Female,300
2005,Negeri Sembilan,80-84,Male,197
2005,Negeri Sembilan,80-84,Female,237
2005,Negeri Sembilan,85 +,Male,200
2005,Negeri Sembilan,85 +,Female,300
2005,Pahang,Under 1 year,Male,147
2005,Pahang,Under 1 year,Female,98
2005,Pahang,1-4,Male,43
2005,Pahang,1-4,Female,37
2005,Pahang,5-9,Male,37
2005,Pahang,5-9,Female,35
2005,Pahang,10-14,Male,37
2005,Pahang,10-14,Female,31
2005,Pahang,15-19,Male,116
2005,Pahang,15-19,Female,25
2005,Pahang,20-24,Male,142
2005,Pahang,20-24,Female,40
2005,Pahang,25-29,Male,147
2005,Pahang,25-29,Female,35
2005,Pahang,30-34,Male,167
2005,Pahang,30-34,Female,44
2005,Pahang,35-39,Male,180
2005,Pahang,35-39,Female,46
2005,Pahang,40-44,Male,175
2005,Pahang,40-44,Female,84
2005,Pahang,45-49,Male,218
2005,Pahang,45-49,Female,134
2005,Pahang,50-54,Male,240
2005,Pahang,50-54,Female,137
2005,Pahang,55-59,Male,297
2005,Pahang,55-59,Female,182
2005,Pahang,60-64,Male,358
2005,Pahang,60-64,Female,215
2005,Pahang,65-69,Male,507
2005,Pahang,65-69,Female,282
2005,Pahang,70-74,Male,357
2005,Pahang,70-74,Female,269
2005,Pahang,75-79,Male,298
2005,Pahang,75-79,Female,289
2005,Pahang,80-84,Male,244
2005,Pahang,80-84,Female,249
2005,Pahang,85 +,Male,225
2005,Pahang,85 +,Female,332
2005,Perak,Under 1 year,Male,163
2005,Perak,Under 1 year,Female,114
2005,Perak,1-4,Male,62
2005,Perak,1-4,Female,47
2005,Perak,5-9,Male,49
2005,Perak,5-9,Female,35
2005,Perak,10-14,Male,42
2005,Perak,10-14,Female,33
2005,Perak,15-19,Male,144
2005,Perak,15-19,Female,49
2005,Perak,20-24,Male,194
2005,Perak,20-24,Female,51
2005,Perak,25-29,Male,152
2005,Perak,25-29,Female,58
2005,Perak,30-34,Male,225
2005,Perak,30-34,Female,62
2005,Perak,35-39,Male,236
2005,Perak,35-39,Female,84
2005,Perak,40-44,Male,327
2005,Perak,40-44,Female,145
2005,Perak,45-49,Male,416
2005,Perak,45-49,Female,186
2005,Perak,50-54,Male,509
2005,Perak,50-54,Female,308
2005,Perak,55-59,Male,628
2005,Perak,55-59,Female,381
2005,Perak,60-64,Male,728
2005,Perak,60-64,Female,445
2005,Perak,65-69,Male,970
2005,Perak,65-69,Female,649
2005,Perak,70-74,Male,1028
2005,Perak,70-74,Female,800
2005,Perak,75-79,Male,999
2005,Perak,75-79,Female,980
2005,Perak,80-84,Male,601
2005,Perak,80-84,Female,770
2005,Perak,85 +,Male,641
2005,Perak,85 +,Female,1037
2005,Perlis,Under 1 year,Male,14
2005,Perlis,Under 1 year,Female,17
2005,Perlis,1-4,Male,8
2005,Perlis,1-4,Female,2
2005,Perlis,5-9,Male,4
2005,Perlis,5-9,Female,0
2005,Perlis,10-14,Male,9
2005,Perlis,10-14,Female,4
2005,Perlis,15-19,Male,14
2005,Perlis,15-19,Female,10
2005,Perlis,20-24,Male,15
2005,Perlis,20-24,Female,9
2005,Perlis,25-29,Male,17
2005,Perlis,25-29,Female,4
2005,Perlis,30-34,Male,14
2005,Perlis,30-34,Female,5
2005,Perlis,35-39,Male,28
2005,Perlis,35-39,Female,10
2005,Perlis,40-44,Male,29
2005,Perlis,40-44,Female,13
2005,Perlis,45-49,Male,38
2005,Perlis,45-49,Female,25
2005,Perlis,50-54,Male,59
2005,Perlis,50-54,Female,28
2005,Perlis,55-59,Male,64
2005,Perlis,55-59,Female,40
2005,Perlis,60-64,Male,76
2005,Perlis,60-64,Female,35
2005,Perlis,65-69,Male,84
2005,Perlis,65-69,Female,69
2005,Perlis,70-74,Male,95
2005,Perlis,70-74,Female,75
2005,Perlis,75-79,Male,106
2005,Perlis,75-79,Female,87
2005,Perlis,80-84,Male,74
2005,Perlis,80-84,Female,93
2005,Perlis,85 +,Male,78
2005,Perlis,85 +,Female,100
2005,Pulau Pinang,Under 1 year,Male,72
2005,Pulau Pinang,Under 1 year,Female,72
2005,Pulau Pinang,1-4,Male,23
2005,Pulau Pinang,1-4,Female,12
2005,Pulau Pinang,5-9,Male,13
2005,Pulau Pinang,5-9,Female,12
2005,Pulau Pinang,10-14,Male,17
2005,Pulau Pinang,10-14,Female,11
2005,Pulau Pinang,15-19,Male,68
2005,Pulau Pinang,15-19,Female,18
2005,Pulau Pinang,20-24,Male,99
2005,Pulau Pinang,20-24,Female,15
2005,Pulau Pinang,25-29,Male,71
2005,Pulau Pinang,25-29,Female,42
2005,Pulau Pinang,30-34,Male,115
2005,Pulau Pinang,30-34,Female,38
2005,Pulau Pinang,35-39,Male,137
2005,Pulau Pinang,35-39,Female,39
2005,Pulau Pinang,40-44,Male,199
2005,Pulau Pinang,40-44,Female,81
2005,Pulau Pinang,45-49,Male,227
2005,Pulau Pinang,45-49,Female,109
2005,Pulau Pinang,50-54,Male,296
2005,Pulau Pinang,50-54,Female,174
2005,Pulau Pinang,55-59,Male,445
2005,Pulau Pinang,55-59,Female,201
2005,Pulau Pinang,60-64,Male,412
2005,Pulau Pinang,60-64,Female,242
2005,Pulau Pinang,65-69,Male,531
2005,Pulau Pinang,65-69,Female,389
2005,Pulau Pinang,70-74,Male,465
2005,Pulau Pinang,70-74,Female,433
2005,Pulau Pinang,75-79,Male,517
2005,Pulau Pinang,75-79,Female,569
2005,Pulau Pinang,80-84,Male,348
2005,Pulau Pinang,80-84,Female,437
2005,Pulau Pinang,85 +,Male,327
2005,Pulau Pinang,85 +,Female,593
2005,Sabah,Under 1 year,Male,73
2005,Sabah,Under 1 year,Female,55
2005,Sabah,1-4,Male,25
2005,Sabah,1-4,Female,24
2005,Sabah,5-9,Male,40
2005,Sabah,5-9,Female,16
2005,Sabah,10-14,Male,40
2005,Sabah,10-14,Female,34
2005,Sabah,15-19,Male,71
2005,Sabah,15-19,Female,33
2005,Sabah,20-24,Male,84
2005,Sabah,20-24,Female,46
2005,Sabah,25-29,Male,95
2005,Sabah,25-29,Female,38
2005,Sabah,30-34,Male,91
2005,Sabah,30-34,Female,50
2005,Sabah,35-39,Male,132
2005,Sabah,35-39,Female,82
2005,Sabah,40-44,Male,183
2005,Sabah,40-44,Female,107
2005,Sabah,45-49,Male,248
2005,Sabah,45-49,Female,157
2005,Sabah,50-54,Male,278
2005,Sabah,50-54,Female,137
2005,Sabah,55-59,Male,287
2005,Sabah,55-59,Female,153
2005,Sabah,60-64,Male,407
2005,Sabah,60-64,Female,233
2005,Sabah,65-69,Male,458
2005,Sabah,65-69,Female,294
2005,Sabah,70-74,Male,499
2005,Sabah,70-74,Female,384
2005,Sabah,75-79,Male,408
2005,Sabah,75-79,Female,281
2005,Sabah,80-84,Male,292
2005,Sabah,80-84,Female,260
2005,Sabah,85 +,Male,232
2005,Sabah,85 +,Female,236
2005,Sarawak,Under 1 year,Male,141
2005,Sarawak,Under 1 year,Female,124
2005,Sarawak,1-4,Male,53
2005,Sarawak,1-4,Female,36
2005,Sarawak,5-9,Male,43
2005,Sarawak,5-9,Female,21
2005,Sarawak,10-14,Male,46
2005,Sarawak,10-14,Female,23
2005,Sarawak,15-19,Male,112
2005,Sarawak,15-19,Female,28
2005,Sarawak,20-24,Male,110
2005,Sarawak,20-24,Female,43
2005,Sarawak,25-29,Male,124
2005,Sarawak,25-29,Female,30
2005,Sarawak,30-34,Male,137
2005,Sarawak,30-34,Female,58
2005,Sarawak,35-39,Male,174
2005,Sarawak,35-39,Female,91
2005,Sarawak,40-44,Male,222
2005,Sarawak,40-44,Female,123
2005,Sarawak,45-49,Male,241
2005,Sarawak,45-49,Female,142
2005,Sarawak,50-54,Male,343
2005,Sarawak,50-54,Female,182
2005,Sarawak,55-59,Male,395
2005,Sarawak,55-59,Female,257
2005,Sarawak,60-64,Male,547
2005,Sarawak,60-64,Female,362
2005,Sarawak,65-69,Male,546
2005,Sarawak,65-69,Female,358
2005,Sarawak,70-74,Male,609
2005,Sarawak,70-74,Female,553
2005,Sarawak,75-79,Male,592
2005,Sarawak,75-79,Female,545
2005,Sarawak,80-84,Male,503
2005,Sarawak,80-84,Female,535
2005,Sarawak,85 +,Male,528
2005,Sarawak,85 +,Female,576
2005,Selangor,Under 1 year,Male,279
2005,Selangor,Under 1 year,Female,212
2005,Selangor,1-4,Male,65
2005,Selangor,1-4,Female,57
2005,Selangor,5-9,Male,54
2005,Selangor,5-9,Female,45
2005,Selangor,10-14,Male,71
2005,Selangor,10-14,Female,37
2005,Selangor,15-19,Male,182
2005,Selangor,15-19,Female,66
2005,Selangor,20-24,Male,266
2005,Selangor,20-24,Female,71
2005,Selangor,25-29,Male,250
2005,Selangor,25-29,Female,73
2005,Selangor,30-34,Male,250
2005,Selangor,30-34,Female,104
2005,Selangor,35-39,Male,342
2005,Selangor,35-39,Female,136
2005,Selangor,40-44,Male,492
2005,Selangor,40-44,Female,197
2005,Selangor,45-49,Male,640
2005,Selangor,45-49,Female,303
2005,Selangor,50-54,Male,694
2005,Selangor,50-54,Female,356
2005,Selangor,55-59,Male,824
2005,Selangor,55-59,Female,478
2005,Selangor,60-64,Male,822
2005,Selangor,60-64,Female,482
2005,Selangor,65-69,Male,1003
2005,Selangor,65-69,Female,673
2005,Selangor,70-74,Male,876
2005,Selangor,70-74,Female,852
2005,Selangor,75-79,Male,734
2005,Selangor,75-79,Female,783
2005,Selangor,80-84,Male,489
2005,Selangor,80-84,Female,730
2005,Selangor,85 +,Male,531
2005,Selangor,85 +,Female,852
2005,Terengganu,Under 1 year,Male,115
2005,Terengganu,Under 1 year,Female,112
2005,Terengganu,1-4,Male,25
2005,Terengganu,1-4,Female,20
2005,Terengganu,5-9,Male,40
2005,Terengganu,5-9,Female,20
2005,Terengganu,10-14,Male,26
2005,Terengganu,10-14,Female,29
2005,Terengganu,15-19,Male,94
2005,Terengganu,15-19,Female,27
2005,Terengganu,20-24,Male,93
2005,Terengganu,20-24,Female,38
2005,Terengganu,25-29,Male,116
2005,Terengganu,25-29,Female,32
2005,Terengganu,30-34,Male,130
2005,Terengganu,30-34,Female,33
2005,Terengganu,35-39,Male,123
2005,Terengganu,35-39,Female,41
2005,Terengganu,40-44,Male,155
2005,Terengganu,40-44,Female,64
2005,Terengganu,45-49,Male,144
2005,Terengganu,45-49,Female,97
2005,Terengganu,50-54,Male,154
2005,Terengganu,50-54,Female,111
2005,Terengganu,55-59,Male,225
2005,Terengganu,55-59,Female,121
2005,Terengganu,60-64,Male,288
2005,Terengganu,60-64,Female,178
2005,Terengganu,65-69,Male,311
2005,Terengganu,65-69,Female,312
2005,Terengganu,70-74,Male,258
2005,Terengganu,70-74,Female,234
2005,Terengganu,75-79,Male,214
2005,Terengganu,75-79,Female,282
2005,Terengganu,80-84,Male,239
2005,Terengganu,80-84,Female,304
2005,Terengganu,85 +,Male,254
2005,Terengganu,85 +,Female,309
2005,WP Kuala Lumpur,Under 1 year,Male,69
2005,WP Kuala Lumpur,Under 1 year,Female,52
2005,WP Kuala Lumpur,1-4,Male,13
2005,WP Kuala Lumpur,1-4,Female,19
2005,WP Kuala Lumpur,5-9,Male,16
2005,WP Kuala Lumpur,5-9,Female,9
2005,WP Kuala Lumpur,10-14,Male,11
2005,WP Kuala Lumpur,10-14,Female,13
2005,WP Kuala Lumpur,15-19,Male,47
2005,WP Kuala Lumpur,15-19,Female,20
2005,WP Kuala Lumpur,20-24,Male,68
2005,WP Kuala Lumpur,20-24,Female,28
2005,WP Kuala Lumpur,25-29,Male,81
2005,WP Kuala Lumpur,25-29,Female,30
2005,WP Kuala Lumpur,30-34,Male,88
2005,WP Kuala Lumpur,30-34,Female,37
2005,WP Kuala Lumpur,35-39,Male,104
2005,WP Kuala Lumpur,35-39,Female,47
2005,WP Kuala Lumpur,40-44,Male,160
2005,WP Kuala Lumpur,40-44,Female,56
2005,WP Kuala Lumpur,45-49,Male,230
2005,WP Kuala Lumpur,45-49,Female,115
2005,WP Kuala Lumpur,50-54,Male,272
2005,WP Kuala Lumpur,50-54,Female,137
2005,WP Kuala Lumpur,55-59,Male,334
2005,WP Kuala Lumpur,55-59,Female,173
2005,WP Kuala Lumpur,60-64,Male,326
2005,WP Kuala Lumpur,60-64,Female,177
2005,WP Kuala Lumpur,65-69,Male,349
2005,WP Kuala Lumpur,65-69,Female,257
2005,WP Kuala Lumpur,70-74,Male,348
2005,WP Kuala Lumpur,70-74,Female,280
2005,WP Kuala Lumpur,75-79,Male,281
2005,WP Kuala Lumpur,75-79,Female,305
2005,WP Kuala Lumpur,80-84,Male,208
2005,WP Kuala Lumpur,80-84,Female,297
2005,WP Kuala Lumpur,85 +,Male,207
2005,WP Kuala Lumpur,85 +,Female,371
2005,WP Labuan,Under 1 year,Male,9
2005,WP Labuan,Under 1 year,Female,6
2005,WP Labuan,1-4,Male,1
2005,WP Labuan,1-4,Female,0
2005,WP Labuan,5-9,Male,1
2005,WP Labuan,5-9,Female,1
2005,WP Labuan,10-14,Male,2
2005,WP Labuan,10-14,Female,2
2005,WP Labuan,15-19,Male,2
2005,WP Labuan,15-19,Female,4
2005,WP Labuan,20-24,Male,5
2005,WP Labuan,20-24,Female,0
2005,WP Labuan,25-29,Male,3
2005,WP Labuan,25-29,Female,1
2005,WP Labuan,30-34,Male,0
2005,WP Labuan,30-34,Female,0
2005,WP Labuan,35-39,Male,8
2005,WP Labuan,35-39,Female,4
2005,WP Labuan,40-44,Male,8
2005,WP Labuan,40-44,Female,3
2005,WP Labuan,45-49,Male,5
2005,WP Labuan,45-49,Female,3
2005,WP Labuan,50-54,Male,8
2005,WP Labuan,50-54,Female,2
2005,WP Labuan,55-59,Male,7
2005,WP Labuan,55-59,Female,6
2005,WP Labuan,60-64,Male,8
2005,WP Labuan,60-64,Female,8
2005,WP Labuan,65-69,Male,15
2005,WP Labuan,65-69,Female,4
2005,WP Labuan,70-74,Male,9
2005,WP Labuan,70-74,Female,15
2005,WP Labuan,75-79,Male,18
2005,WP Labuan,75-79,Female,4
2005,WP Labuan,80-84,Male,11
2005,WP Labuan,80-84,Female,10
2005,WP Labuan,85 +,Male,8
2005,WP Labuan,85 +,Female,8
2005,WP Putrajaya,Under 1 year,Male,
2005,WP Putrajaya,Under 1 year,Female,
2005,WP Putrajaya,1-4,Male,
2005,WP Putrajaya,1-4,Female,
2005,WP Putrajaya,5-9,Male,
2005,WP Putrajaya,5-9,Female,
2005,WP Putrajaya,10-14,Male,
2005,WP Putrajaya,10-14,Female,
2005,WP Putrajaya,15-19,Male,
2005,WP Putrajaya,15-19,Female,
2005,WP Putrajaya,20-24,Male,
2005,WP Putrajaya,20-24,Female,
2005,WP Putrajaya,25-29,Male,
2005,WP Putrajaya,25-29,Female,
2005,WP Putrajaya,30-34,Male,
2005,WP Putrajaya,30-34,Female,
2005,WP Putrajaya,35-39,Male,
2005,WP Putrajaya,35-39,Female,
2005,WP Putrajaya,40-44,Male,
2005,WP Putrajaya,40-44,Female,
2005,WP Putrajaya,45-49,Male,
2005,WP Putrajaya,45-49,Female,
2005,WP Putrajaya,50-54,Male,
2005,WP Putrajaya,50-54,Female,
2005,WP Putrajaya,55-59,Male,
2005,WP Putrajaya,55-59,Female,
2005,WP Putrajaya,60-64,Male,
2005,WP Putrajaya,60-64,Female,
2005,WP Putrajaya,65-69,Male,
2005,WP Putrajaya,65-69,Female,
2005,WP Putrajaya,70-74,Male,
2005,WP Putrajaya,70-74,Female,
2005,WP Putrajaya,75-79,Male,
2005,WP Putrajaya,75-79,Female,
2005,WP Putrajaya,80-84,Male,
2005,WP Putrajaya,80-84,Female,
2005,WP Putrajaya,85 +,Male,
2005,WP Putrajaya,85 +,Female,
2006,Malaysia,Under 1 year,Male,1690
2006,Malaysia,Under 1 year,Female,1284
2006,Malaysia,1-4,Male,482
2006,Malaysia,1-4,Female,359
2006,Malaysia,5-9,Male,391
2006,Malaysia,5-9,Female,326
2006,Malaysia,10-14,Male,549
2006,Malaysia,10-14,Female,301
2006,Malaysia,15-19,Male,1350
2006,Malaysia,15-19,Female,472
2006,Malaysia,20-24,Male,1768
2006,Malaysia,20-24,Female,546
2006,Malaysia,25-29,Male,1817
2006,Malaysia,25-29,Female,543
2006,Malaysia,30-34,Male,2076
2006,Malaysia,30-34,Female,682
2006,Malaysia,35-39,Male,2369
2006,Malaysia,35-39,Female,934
2006,Malaysia,40-44,Male,2946
2006,Malaysia,40-44,Female,1381
2006,Malaysia,45-49,Male,3802
2006,Malaysia,45-49,Female,2044
2006,Malaysia,50-54,Male,4649
2006,Malaysia,50-54,Female,2701
2006,Malaysia,55-59,Male,5553
2006,Malaysia,55-59,Female,3257
2006,Malaysia,60-64,Male,6197
2006,Malaysia,60-64,Female,3771
2006,Malaysia,65-69,Male,7536
2006,Malaysia,65-69,Female,5275
2006,Malaysia,70-74,Male,7581
2006,Malaysia,70-74,Female,6218
2006,Malaysia,75-79,Male,7076
2006,Malaysia,75-79,Female,7040
2006,Malaysia,80-84,Male,4995
2006,Malaysia,80-84,Female,6080
2006,Malaysia,85 +,Male,4843
2006,Malaysia,85 +,Female,6894
2006,Johor,Under 1 year,Male,200
2006,Johor,Under 1 year,Female,170
2006,Johor,1-4,Male,44
2006,Johor,1-4,Female,35
2006,Johor,5-9,Male,40
2006,Johor,5-9,Female,39
2006,Johor,10-14,Male,61
2006,Johor,10-14,Female,34
2006,Johor,15-19,Male,187
2006,Johor,15-19,Female,57
2006,Johor,20-24,Male,232
2006,Johor,20-24,Female,72
2006,Johor,25-29,Male,251
2006,Johor,25-29,Female,64
2006,Johor,30-34,Male,315
2006,Johor,30-34,Female,121
