date,region,revenue $
2022-06-23,Selatan,2923
2022-06-23,Pantai Timur,5301
2022-06-23,Malaysia Timur,10406
2022-06-23,Tengah,4186
2022-06-24,Utara,8905
2022-06-24,Selatan,5977
2022-06-24,Pantai Timur,11794
2022-06-24,Malaysia Timur,12326
2022-06-24,Tengah,15485
2022-06-25,Utara,11714
2022-06-25,Selatan,4268
2022-06-25,Pantai Timur,4748
2022-06-25,Malaysia Timur,4849
2022-06-25,Tengah,9435
2022-06-26,Utara,3709
2022-06-26,Selatan,9273
2022-06-26,Pantai Timur,13971
2022-06-26,Malaysia Timur,6619
2022-06-26,Tengah,8647
2022-06-27,Utara,13116
2022-06-27,Selatan,9086
2022-06-27,Pantai Timur,9576
2022-06-27,Malaysia Timur,10150
2022-06-27,Tengah,3072
2022-06-28,Utara,6530
2022-06-28,Selatan,10188
2022-06-28,Pantai Timur,14683
2022-06-28,Malaysia Timur,12477
2022-06-28,Tengah,504
2022-06-29,Utara,1214
2022-06-29,Selatan,1531
2022-06-29,Pantai Timur,11632
2022-06-29,Malaysia Timur,7576
2022-06-29,Tengah,823
2022-06-30,Utara,928
2022-06-30,Selatan,5029
2022-06-30,Pantai Timur,13428
2022-06-30,Malaysia Timur,133
2022-06-30,Tengah,2105
2022-07-01,Utara,3627
2022-07-01,Selatan,12972
2022-07-01,Pantai Timur,15007
2022-07-01,Malaysia Timur,6316
2022-07-01,Tengah,1852
2022-07-02,Utara,4910
2022-07-02,Selatan,13460
2022-07-02,Pantai Timur,4175
2022-07-02,Malaysia Timur,11125
2022-07-02,Tengah,11476
2022-07-03,Utara,12490
2022-07-03,Selatan,11003
2022-07-03,Pantai Timur,5348
2022-07-03,Malaysia Timur,13987
2022-07-03,Tengah,9442
2022-07-04,Utara,13970
2022-07-04,Selatan,13843
2022-07-04,Pantai Timur,11704
2022-07-04,Malaysia Timur,6190
2022-07-04,Tengah,1256
2022-07-05,Utara,3376
2022-07-05,Selatan,5645
2022-07-05,Pantai Timur,13454
2022-07-05,Malaysia Timur,3486
2022-07-05,Tengah,3584
2022-07-06,Utara,9588
2022-07-06,Selatan,11829
2022-07-06,Pantai Timur,8053
2022-07-06,Malaysia Timur,3330
2022-07-06,Tengah,2703
2022-07-07,Utara,8662
2022-07-07,Selatan,8120
2022-07-07,Pantai Timur,7114
2022-07-07,Malaysia Timur,13323
2022-07-07,Tengah,1353
2022-07-08,Utara,10975
2022-07-08,Selatan,11023
2022-07-08,Pantai Timur,5063
2022-07-08,Malaysia Timur,8549
2022-07-08,Tengah,11211
2022-07-09,Utara,7575
2022-07-09,Selatan,667
2022-07-09,Pantai Timur,4468
2022-07-09,Malaysia Timur,13319
2022-07-09,Tengah,9337
2022-07-10,Utara,13659
2022-07-10,Selatan,6819
2022-07-10,Pantai Timur,12377
2022-07-10,Malaysia Timur,3719
2022-07-10,Tengah,2745
2022-07-11,Utara,7483
2022-07-11,Selatan,15537
2022-07-11,Pantai Timur,539
2022-07-11,Malaysia Timur,10971
2022-07-11,Tengah,4964
2022-07-12,Utara,12328
2022-07-12,Selatan,4835
2022-07-12,Pantai Timur,3775
2022-07-12,Malaysia Timur,6042
2022-07-12,Tengah,14837
2022-07-13,Utara,7102
2022-07-13,Selatan,7312
2022-07-13,Pantai Timur,5320
2022-07-13,Malaysia Timur,13216
2022-07-13,Tengah,6132
2022-07-14,Utara,7891
2022-07-14,Selatan,10700
2022-07-14,Pantai Timur,2779
2022-07-14,Malaysia Timur,15087
2022-07-14,Tengah,924
2022-07-15,Utara,11148
2022-07-15,Selatan,1581
2022-07-15,Pantai Timur,7714
2022-07-15,Malaysia Timur,3324
2022-07-15,Tengah,12677
2022-07-16,Utara,5713
2022-07-16,Selatan,7026
2022-07-16,Pantai Timur,255
2022-07-16,Malaysia Timur,4804
2022-07-16,Tengah,1838
2022-07-17,Utara,10136
2022-07-17,Selatan,14785
2022-07-17,Pantai Timur,9
2022-07-17,Malaysia Timur,2871
2022-07-17,Tengah,8989
2022-07-18,Utara,7409
2022-07-18,Selatan,7418
2022-07-18,Pantai Timur,13164
2022-07-18,Malaysia Timur,5124
2022-07-18,Tengah,15478
2022-07-19,Utara,1015
2022-07-19,Selatan,10016
2022-07-19,Pantai Timur,12661
2022-07-19,Malaysia Timur,11328
2022-07-19,Tengah,2193
2022-07-20,Utara,8415
2022-07-20,Selatan,13550
2022-07-20,Pantai Timur,14512
2022-07-20,Malaysia Timur,14090
2022-07-20,Tengah,13140
2022-07-21,Utara,7449
2022-07-21,Selatan,4158
2022-07-21,Pantai Timur,13528
2022-07-21,Malaysia Timur,3925
2022-07-21,Tengah,6970
2022-07-22,Utara,6938
2022-07-22,Selatan,4784
2022-07-22,Pantai Timur,13772
2022-07-22,Malaysia Timur,4000
2022-07-22,Tengah,1633
2022-07-23,Utara,10344
2022-07-23,Selatan,7266
2022-07-23,Pantai Timur,8702
2022-07-23,Malaysia Timur,384
2022-07-23,Tengah,404
2022-07-24,Utara,8175
2022-07-24,Selatan,15158
2022-07-24,Pantai Timur,12805
2022-07-24,Malaysia Timur,12763
2022-07-24,Tengah,2000
2022-07-25,Utara,10948
2022-07-25,Selatan,9860
2022-07-25,Pantai Timur,5989
2022-07-25,Malaysia Timur,15106
2022-07-25,Tengah,1460
2022-07-26,Utara,7190
2022-07-26,Selatan,7140
2022-07-26,Pantai Timur,3636
2022-07-26,Malaysia Timur,10916
2022-07-26,Tengah,4809
2022-07-27,Utara,4178
2022-07-27,Selatan,13456
2022-07-27,Pantai Timur,15444
2022-07-27,Malaysia Timur,7245
2022-07-27,Tengah,6600
2022-07-28,Utara,5997
2022-07-28,Selatan,2048
2022-07-28,Pantai Timur,12338
2022-07-28,Malaysia Timur,4780
2022-07-28,Tengah,716
2022-07-29,Utara,7939
2022-07-29,Selatan,5565
2022-07-29,Pantai Timur,4544
2022-07-29,Malaysia Timur,4976
2022-07-29,Tengah,12775
2022-07-30,Utara,10015
2022-07-30,Selatan,10273
2022-07-30,Pantai Timur,3419
2022-07-30,Malaysia Timur,14430
2022-07-30,Tengah,7239
2022-07-31,Utara,9766
2022-07-31,Selatan,14489
2022-07-31,Pantai Timur,249
2022-07-31,Malaysia Timur,8865
2022-07-31,Tengah,12725
2022-08-01,Utara,10357
2022-08-01,Selatan,770
2022-08-01,Pantai Timur,12154
2022-08-01,Malaysia Timur,15665
2022-08-01,Tengah,4363
2022-08-02,Utara,10176
2022-08-02,Selatan,1077
2022-08-02,Pantai Timur,8427
2022-08-02,Malaysia Timur,8580
2022-08-02,Tengah,11229
2022-08-03,Utara,7901
2022-08-03,Selatan,4858
2022-08-03,Pantai Timur,10040
2022-08-03,Malaysia Timur,6544
2022-08-03,Tengah,4719
2022-08-04,Utara,2814
2022-08-04,Selatan,3374
2022-08-04,Pantai Timur,15254
2022-08-04,Malaysia Timur,11470
2022-08-04,Tengah,1252
2022-08-05,Utara,6996
2022-08-05,Selatan,12173
2022-08-05,Pantai Timur,4673
2022-08-05,Malaysia Timur,10314
2022-08-05,Tengah,4530
2022-08-06,Utara,10342
2022-08-06,Selatan,13051
2022-08-06,Pantai Timur,6881
2022-08-06,Malaysia Timur,6949
2022-08-06,Tengah,9521
2022-08-07,Utara,6241
2022-08-07,Selatan,8017
2022-08-07,Pantai Timur,6941
2022-08-07,Malaysia Timur,9550
2022-08-07,Tengah,7002
2022-08-08,Utara,10674
2022-08-08,Selatan,12734
2022-08-08,Pantai Timur,10209
2022-08-08,Malaysia Timur,1331
2022-08-08,Tengah,12536
2022-08-09,Utara,4261
2022-08-09,Selatan,7648
2022-08-09,Pantai Timur,15319
2022-08-09,Malaysia Timur,9550
2022-08-09,Tengah,5115
2022-08-10,Utara,4637
2022-08-10,Selatan,4854
2022-08-10,Pantai Timur,3177
2022-08-10,Malaysia Timur,7730
2022-08-10,Tengah,10320
2022-08-11,Utara,2180
2022-08-11,Selatan,4892
2022-08-11,Pantai Timur,7043
2022-08-11,Malaysia Timur,137
2022-08-11,Tengah,6327
2022-08-12,Utara,3472
2022-08-12,Selatan,5449
2022-08-12,Pantai Timur,2832
2022-08-12,Malaysia Timur,3579
2022-08-12,Tengah,5971
2022-08-13,Utara,11223
2022-08-13,Selatan,4164
2022-08-13,Pantai Timur,10785
2022-08-13,Malaysia Timur,7941
2022-08-13,Tengah,14388
2022-08-14,Utara,5569
2022-08-14,Selatan,4300
2022-08-14,Pantai Timur,6269
2022-08-14,Malaysia Timur,3818
2022-08-14,Tengah,12330
2022-08-15,Utara,12015
2022-08-15,Selatan,12234
2022-08-15,Pantai Timur,1906
2022-08-15,Malaysia Timur,6254
2022-08-15,Tengah,760
2022-08-16,Utara,7830
2022-08-16,Selatan,7350
2022-08-16,Pantai Timur,15183
2022-08-16,Malaysia Timur,6238
2022-08-16,Tengah,6090
2022-08-17,Utara,11637
2022-08-17,Selatan,6031
2022-08-17,Pantai Timur,7687
2022-08-17,Malaysia Timur,9091
2022-08-17,Tengah,12647
2022-08-18,Utara,11139
2022-08-18,Selatan,9911
2022-08-18,Pantai Timur,8472
2022-08-18,Malaysia Timur,11458
2022-08-18,Tengah,1887
2022-08-19,Utara,3266
2022-08-19,Selatan,666
2022-08-19,Pantai Timur,4188
2022-08-19,Malaysia Timur,671
2022-08-19,Tengah,10161
2022-08-20,Utara,12348
2022-08-20,Selatan,6777
2022-08-20,Pantai Timur,11314
2022-08-20,Malaysia Timur,7570
2022-08-20,Tengah,7956
2022-08-21,Utara,5124
2022-08-21,Selatan,5585
2022-08-21,Pantai Timur,12891
2022-08-21,Malaysia Timur,4777
2022-08-21,Tengah,3900
2022-08-22,Utara,6677
2022-08-22,Selatan,13716
2022-08-22,Pantai Timur,6981
2022-08-22,Malaysia Timur,14980
2022-08-22,Tengah,6376
2022-08-23,Utara,523
2022-08-23,Selatan,2393
2022-08-23,Pantai Timur,11309
2022-08-23,Malaysia Timur,2593
2022-08-23,Tengah,10160
2022-08-24,Utara,13389
2022-08-24,Selatan,9945
2022-08-24,Pantai Timur,14124
2022-08-24,Malaysia Timur,7240
2022-08-24,Tengah,6937
2022-08-25,Utara,10488
2022-08-25,Selatan,6190
2022-08-25,Pantai Timur,5240
2022-08-25,Malaysia Timur,10453
2022-08-25,Tengah,10478
2022-08-26,Utara,13367
2022-08-26,Selatan,6493
2022-08-26,Pantai Timur,12394
2022-08-26,Malaysia Timur,2878
2022-08-26,Tengah,4143
2022-08-27,Utara,3644
2022-08-27,Selatan,4432
2022-08-27,Pantai Timur,13337
2022-08-27,Malaysia Timur,15139
2022-08-27,Tengah,13568
2022-08-28,Utara,10247
2022-08-28,Selatan,12912
2022-08-28,Pantai Timur,14178
2022-08-28,Malaysia Timur,1276
2022-08-28,Tengah,5811
2022-08-29,Utara,10958
2022-08-29,Selatan,302
2022-08-29,Pantai Timur,638
2022-08-29,Malaysia Timur,55
2022-08-29,Tengah,13013
2022-08-30,Utara,8717
2022-08-30,Selatan,12761
2022-08-30,Pantai Timur,12315
2022-08-30,Malaysia Timur,8150
2022-08-30,Tengah,2125
2022-08-31,Utara,11479
2022-08-31,Selatan,15745
2022-08-31,Pantai Timur,364
2022-08-31,Malaysia Timur,6809
2022-08-31,Tengah,4621
2022-09-01,Utara,15034
2022-09-01,Selatan,13623
2022-09-01,Pantai Timur,13170
2022-09-01,Malaysia Timur,5126
2022-09-01,Tengah,5122
2022-09-02,Utara,1646
2022-09-02,Selatan,918
2022-09-02,Pantai Timur,2797
2022-09-02,Malaysia Timur,6506
2022-09-02,Tengah,5870
2022-09-03,Utara,1531
2022-09-03,Selatan,8172
2022-09-03,Pantai Timur,3345
2022-09-03,Malaysia Timur,7673
2022-09-03,Tengah,6949
2022-09-04,Utara,6882
2022-09-04,Selatan,1906
2022-09-04,Pantai Timur,3086
2022-09-04,Malaysia Timur,13503
2022-09-04,Tengah,8152
2022-09-05,Utara,5750
2022-09-05,Selatan,12772
2022-09-05,Pantai Timur,10267
2022-09-05,Malaysia Timur,8905
2022-09-05,Tengah,1062
2022-09-06,Utara,1976
2022-09-06,Selatan,1296
2022-09-06,Pantai Timur,13542
2022-09-06,Malaysia Timur,6229
2022-09-06,Tengah,7641
2022-09-07,Utara,125
2022-09-07,Selatan,15147
2022-09-07,Pantai Timur,4632
2022-09-07,Malaysia Timur,6288
2022-09-07,Tengah,3596
2022-09-08,Utara,11475
2022-09-08,Selatan,6168
2022-09-08,Pantai Timur,9795
2022-09-08,Malaysia Timur,7561
2022-09-08,Tengah,8258
2022-09-09,Utara,232
2022-09-09,Selatan,10348
2022-09-09,Pantai Timur,9361
2022-09-09,Malaysia Timur,10350
2022-09-09,Tengah,6371
2022-09-10,Utara,4206
2022-09-10,Selatan,9685
2022-09-10,Pantai Timur,14369
2022-09-10,Malaysia Timur,12910
2022-09-10,Tengah,7943
2022-09-11,Utara,12199
2022-09-11,Selatan,15728
2022-09-11,Pantai Timur,6891
2022-09-11,Malaysia Timur,6738
2022-09-11,Tengah,2472
2022-09-12,Utara,10852
2022-09-12,Selatan,13829
2022-09-12,Pantai Timur,2739
2022-09-12,Malaysia Timur,5401
2022-09-12,Tengah,15679
2022-09-13,Utara,1761
2022-09-13,Selatan,11706
2022-09-13,Pantai Timur,10167
2022-09-13,Malaysia Timur,10554
2022-09-13,Tengah,876
2022-09-14,Utara,14277
2022-09-14,Selatan,3812
2022-09-14,Pantai Timur,11640
2022-09-14,Malaysia Timur,9504
2022-09-14,Tengah,1460
2022-09-15,Utara,10901
2022-09-15,Selatan,10516
2022-09-15,Pantai Timur,1733
2022-09-15,Malaysia Timur,1605
2022-09-15,Tengah,5622
2022-09-16,Utara,6767
2022-09-16,Selatan,10755
2022-09-16,Pantai Timur,11613
2022-09-16,Malaysia Timur,6986
2022-09-16,Tengah,3517
2022-09-17,Utara,10589
2022-09-17,Selatan,13918
2022-09-17,Pantai Timur,3735
2022-09-17,Malaysia Timur,11062
2022-09-17,Tengah,9352
2022-09-18,Utara,13046
2022-09-18,Selatan,15234
2022-09-18,Pantai Timur,8434
2022-09-18,Malaysia Timur,2590
2022-09-18,Tengah,1063
2022-09-19,Utara,4324
2022-09-19,Selatan,10787
2022-09-19,Pantai Timur,9111
2022-09-19,Malaysia Timur,5342
2022-09-19,Tengah,5
2022-09-20,Utara,7489
2022-09-20,Selatan,8659
2022-09-20,Pantai Timur,14043
2022-09-20,Malaysia Timur,12362
2022-09-20,Tengah,8195
2022-09-21,Utara,5966
2022-09-21,Selatan,8837
2022-09-21,Pantai Timur,117
2022-09-21,Malaysia Timur,11120
2022-09-21,Tengah,13917
2022-09-22,Utara,2551
2022-09-22,Selatan,14309
2022-09-22,Pantai Timur,13234
2022-09-22,Malaysia Timur,14909
2022-09-22,Tengah,5560
2022-09-23,Utara,4289
2022-09-23,Selatan,846
2022-09-23,Pantai Timur,10954
2022-09-23,Malaysia Timur,13703
2022-09-23,Tengah,15385
2022-09-24,Utara,13746
2022-09-24,Selatan,6316
2022-09-24,Pantai Timur,15659
2022-09-24,Malaysia Timur,13956
2022-09-24,Tengah,6469
2022-09-25,Utara,13721
2022-09-25,Selatan,9333
2022-09-25,Pantai Timur,15171
2022-09-25,Malaysia Timur,10002
2022-09-25,Tengah,8915
2022-09-26,Utara,224
2022-09-26,Selatan,12819
2022-09-26,Pantai Timur,4208
2022-09-26,Malaysia Timur,6283
2022-09-26,Tengah,12846
2022-09-27,Utara,2048
2022-09-27,Selatan,6233
2022-09-27,Pantai Timur,12941
2022-09-27,Malaysia Timur,12607
2022-09-27,Tengah,9765
2022-09-28,Utara,1828
2022-09-28,Selatan,1917
2022-09-28,Pantai Timur,4234
2022-09-28,Malaysia Timur,6988
2022-09-28,Tengah,2026
2022-09-29,Utara,14594
2022-09-29,Selatan,3744
2022-09-29,Pantai Timur,9093
2022-09-29,Malaysia Timur,12977
2022-09-29,Tengah,10231
2022-09-30,Utara,9
2022-09-30,Selatan,260
2022-09-30,Pantai Timur,6038
2022-09-30,Malaysia Timur,9865
2022-09-30,Tengah,2219
2022-10-01,Utara,7041
2022-10-01,Selatan,2060
2022-10-01,Pantai Timur,5287
2022-10-01,Malaysia Timur,11905
2022-10-01,Tengah,1619
2022-10-02,Utara,8512
2022-10-02,Selatan,1342
2022-10-02,Pantai Timur,13924
2022-10-02,Malaysia Timur,10568
2022-10-02,Tengah,2832
2022-10-03,Utara,2824
2022-10-03,Selatan,1994
2022-10-03,Pantai Timur,11150
2022-10-03,Malaysia Timur,14231
2022-10-03,Tengah,10230
2022-10-04,Utara,3490
2022-10-04,Selatan,11869
2022-10-04,Pantai Timur,9310
2022-10-04,Malaysia Timur,7984
2022-10-04,Tengah,1604
2022-10-05,Utara,14653
2022-10-05,Selatan,12219
2022-10-05,Pantai Timur,235
2022-10-05,Malaysia Timur,10161
2022-10-05,Tengah,12621
2022-10-06,Utara,1908
2022-10-06,Selatan,8567
2022-10-06,Pantai Timur,3530
2022-10-06,Malaysia Timur,5256
2022-10-06,Tengah,2635
2022-10-07,Utara,8162
2022-10-07,Selatan,9762
2022-10-07,Pantai Timur,2560
2022-10-07,Malaysia Timur,5415
2022-10-07,Tengah,3391
2022-10-08,Utara,11157
2022-10-08,Selatan,11835
2022-10-08,Pantai Timur,5951
2022-10-08,Malaysia Timur,5468
2022-10-08,Tengah,8007
2022-10-09,Utara,12042
2022-10-09,Selatan,9064
2022-10-09,Pantai Timur,9444
2022-10-09,Malaysia Timur,6413
2022-10-09,Tengah,14139
2022-10-10,Utara,6941
2022-10-10,Selatan,9506
2022-10-10,Pantai Timur,4820
2022-10-10,Malaysia Timur,15524
2022-10-10,Tengah,14340
2022-10-11,Utara,2898
2022-10-11,Selatan,7546
2022-10-11,Pantai Timur,77
2022-10-11,Malaysia Timur,7577
2022-10-11,Tengah,10813
2022-10-12,Utara,4227
2022-10-12,Selatan,600
2022-10-12,Pantai Timur,14060
2022-10-12,Malaysia Timur,1065
2022-10-12,Tengah,2136
2022-10-13,Utara,10641
2022-10-13,Selatan,10535
2022-10-13,Pantai Timur,10055
2022-10-13,Malaysia Timur,9510
2022-10-13,Tengah,12903
2022-10-14,Utara,11789
2022-10-14,Selatan,6943
2022-10-14,Pantai Timur,11954
2022-10-14,Malaysia Timur,7804
2022-10-14,Tengah,6565
2022-10-15,Utara,5984
2022-10-15,Selatan,5142
2022-10-15,Pantai Timur,4670
2022-10-15,Malaysia Timur,2190
2022-10-15,Tengah,9184
2022-10-16,Utara,2712
2022-10-16,Selatan,2192
2022-10-16,Pantai Timur,1248
2022-10-16,Malaysia Timur,11246
2022-10-16,Tengah,12790
2022-10-17,Utara,4033
2022-10-17,Selatan,1997
2022-10-17,Pantai Timur,13108
2022-10-17,Malaysia Timur,3687
2022-10-17,Tengah,10343
2022-10-18,Utara,4018
2022-10-18,Selatan,11302
2022-10-18,Pantai Timur,1970
2022-10-18,Malaysia Timur,8389
2022-10-18,Tengah,5765
2022-10-19,Utara,10818
2022-10-19,Selatan,14726
2022-10-19,Pantai Timur,1202
2022-10-19,Malaysia Timur,8135
2022-10-19,Tengah,14889
2022-10-20,Utara,5567
2022-10-20,Selatan,7667
2022-10-20,Pantai Timur,15374
2022-10-20,Malaysia Timur,5742
2022-10-20,Tengah,5788
2022-10-21,Utara,5408
2022-10-21,Selatan,10227
2022-10-21,Pantai Timur,8669
2022-10-21,Malaysia Timur,9446
2022-10-21,Tengah,922
2022-10-22,Utara,419
2022-10-22,Selatan,2204
2022-10-22,Pantai Timur,10789
2022-10-22,Malaysia Timur,1120
2022-10-22,Tengah,11260
2022-10-23,Utara,15332
2022-10-23,Selatan,950
2022-10-23,Pantai Timur,2336
2022-10-23,Malaysia Timur,5373
2022-10-23,Tengah,2243
2022-10-24,Utara,2645
2022-10-24,Selatan,10049
2022-10-24,Pantai Timur,4612
2022-10-24,Malaysia Timur,13946
2022-10-24,Tengah,1865
2022-10-25,Utara,11104
2022-10-25,Selatan,13429
2022-10-25,Pantai Timur,11045
2022-10-25,Malaysia Timur,6028
2022-10-25,Tengah,7326
2022-10-26,Utara,13102
2022-10-26,Selatan,6371
2022-10-26,Pantai Timur,14188
2022-10-26,Malaysia Timur,6359
2022-10-26,Tengah,15283
2022-10-27,Utara,7863
2022-10-27,Selatan,14350
2022-10-27,Pantai Timur,3228
2022-10-27,Malaysia Timur,3719
2022-10-27,Tengah,15620
2022-10-28,Utara,11420
2022-10-28,Selatan,14382
2022-10-28,Pantai Timur,2371
2022-10-28,Malaysia Timur,2891
2022-10-28,Tengah,3756
2022-10-29,Utara,4225
2022-10-29,Selatan,94
2022-10-29,Pantai Timur,2674
2022-10-29,Malaysia Timur,6898
2022-10-29,Tengah,10147
2022-10-30,Utara,15651
2022-10-30,Selatan,793
2022-10-30,Pantai Timur,10026
2022-10-30,Malaysia Timur,15642
2022-10-30,Tengah,2116
2022-10-31,Utara,5779
2022-10-31,Selatan,12298
2022-10-31,Pantai Timur,11517
2022-10-31,Malaysia Timur,14153
2022-10-31,Tengah,11111
2022-11-01,Utara,10789
2022-11-01,Selatan,11397
2022-11-01,Pantai Timur,12999
2022-11-01,Malaysia Timur,6166
2022-11-01,Tengah,814
2022-11-02,Utara,345
2022-11-02,Selatan,10541
2022-11-02,Pantai Timur,8554
2022-11-02,Malaysia Timur,2443
2022-11-02,Tengah,10457
2022-11-03,Utara,10380
2022-11-03,Selatan,7783
2022-11-03,Pantai Timur,11197
2022-11-03,Malaysia Timur,11473
2022-11-03,Tengah,984
2022-11-04,Utara,15328
2022-11-04,Selatan,7790
2022-11-04,Pantai Timur,9831
2022-11-04,Malaysia Timur,827
2022-11-04,Tengah,10922
2022-11-05,Utara,3531
2022-11-05,Selatan,7147
2022-11-05,Pantai Timur,4451
2022-11-05,Malaysia Timur,15343
2022-11-05,Tengah,13635
2022-11-06,Utara,15492
2022-11-06,Selatan,11127
2022-11-06,Pantai Timur,3876
2022-11-06,Malaysia Timur,5959
2022-11-06,Tengah,126
2022-11-07,Utara,3177
2022-11-07,Selatan,11248
2022-11-07,Pantai Timur,8795
2022-11-07,Malaysia Timur,11641
2022-11-07,Tengah,6024
2022-11-08,Utara,5109
2022-11-08,Selatan,4146
2022-11-08,Pantai Timur,7196
2022-11-08,Malaysia Timur,11725
2022-11-08,Tengah,11559
2022-11-09,Utara,3368
2022-11-09,Selatan,3797
2022-11-09,Pantai Timur,15114
2022-11-09,Malaysia Timur,13718
2022-11-09,Tengah,1792
2022-11-10,Utara,11053
2022-11-10,Selatan,5732
2022-11-10,Pantai Timur,3476
2022-11-10,Malaysia Timur,3417
2022-11-10,Tengah,1645
2022-11-11,Utara,14755
2022-11-11,Selatan,9397
2022-11-11,Pantai Timur,3030
2022-11-11,Malaysia Timur,2872
2022-11-11,Tengah,3072
2022-11-12,Utara,1854
2022-11-12,Selatan,4021
2022-11-12,Pantai Timur,4662
2022-11-12,Malaysia Timur,6514
2022-11-12,Tengah,5031
2022-11-13,Utara,14222
2022-11-13,Selatan,2708
2022-11-13,Pantai Timur,11694
2022-11-13,Malaysia Timur,7112
2022-11-13,Tengah,9524
2022-11-14,Utara,15496
2022-11-14,Selatan,8393
2022-11-14,Pantai Timur,3507
2022-11-14,Malaysia Timur,6456
2022-11-14,Tengah,4212
2022-11-15,Utara,13224
2022-11-15,Selatan,7970
2022-11-15,Pantai Timur,8766
2022-11-15,Malaysia Timur,14579
2022-11-15,Tengah,536
2022-11-16,Utara,1625
2022-11-16,Selatan,10314
2022-11-16,Pantai Timur,7973
2022-11-16,Malaysia Timur,8577
2022-11-16,Tengah,8070
2022-11-17,Utara,11473
2022-11-17,Selatan,8666
2022-11-17,Pantai Timur,8609
2022-11-17,Malaysia Timur,6490
2022-11-17,Tengah,3600
2022-11-18,Utara,6783
2022-11-18,Selatan,13226
2022-11-18,Pantai Timur,9146
2022-11-18,Malaysia Timur,4971
2022-11-18,Tengah,13050
2022-11-19,Utara,13490
2022-11-19,Selatan,1205
2022-11-19,Pantai Timur,12951
2022-11-19,Malaysia Timur,12312
2022-11-19,Tengah,1990
2022-11-20,Utara,5299
2022-11-20,Selatan,12997
2022-11-20,Pantai Timur,3572
2022-11-20,Malaysia Timur,5975
2022-11-20,Tengah,13472
2022-11-21,Utara,6320
2022-11-21,Selatan,4380
2022-11-21,Pantai Timur,12350
2022-11-21,Malaysia Timur,13290
2022-11-21,Tengah,4757
2022-11-22,Utara,2713
2022-11-22,Selatan,10395
2022-11-22,Pantai Timur,5588
2022-11-22,Malaysia Timur,11312
2022-11-22,Tengah,966
2022-11-23,Utara,4944
2022-11-23,Selatan,13395
2022-11-23,Pantai Timur,3432
2022-11-23,Malaysia Timur,688
2022-11-23,Tengah,4243
2022-11-24,Utara,3701
2022-11-24,Selatan,8533
2022-11-24,Pantai Timur,14811
2022-11-24,Malaysia Timur,5182
2022-11-24,Tengah,9916
2022-11-25,Utara,13671
2022-11-25,Selatan,6704
2022-11-25,Pantai Timur,4422
2022-11-25,Malaysia Timur,9984
2022-11-25,Tengah,1759
2022-11-26,Utara,11404
2022-11-26,Selatan,9181
2022-11-26,Pantai Timur,10454
2022-11-26,Malaysia Timur,2482
2022-11-26,Tengah,8058
2022-11-27,Utara,951
2022-11-27,Selatan,8914
2022-11-27,Pantai Timur,11581
2022-11-27,Malaysia Timur,2079
2022-11-27,Tengah,2717
2022-11-28,Utara,10524
2022-11-28,Selatan,11568
2022-11-28,Pantai Timur,4524
2022-11-28,Malaysia Timur,9692
2022-11-28,Tengah,8477
2022-11-29,Utara,7311
2022-11-29,Selatan,11687
2022-11-29,Pantai Timur,7186
2022-11-29,Malaysia Timur,2065
2022-11-29,Tengah,768
2022-11-30,Utara,14925
2022-11-30,Selatan,5490
2022-11-30,Pantai Timur,15534
2022-11-30,Malaysia Timur,11249
2022-11-30,Tengah,12481
2022-12-01,Utara,6645
2022-12-01,Selatan,5083
2022-12-01,Pantai Timur,5232
2022-12-01,Malaysia Timur,10353
2022-12-01,Tengah,11485
2022-12-02,Utara,5797
2022-12-02,Selatan,9138
2022-12-02,Pantai Timur,4926
2022-12-02,Malaysia Timur,6016
2022-12-02,Tengah,3335
2022-12-03,Utara,15260
2022-12-03,Selatan,12342
2022-12-03,Pantai Timur,8038
2022-12-03,Malaysia Timur,13087
2022-12-03,Tengah,4873
2022-12-04,Utara,1481
2022-12-04,Selatan,10093
2022-12-04,Pantai Timur,6305
2022-12-04,Malaysia Timur,3451
2022-12-04,Tengah,12256
2022-12-05,Utara,14422
2022-12-05,Selatan,54
2022-12-05,Pantai Timur,7643
2022-12-05,Malaysia Timur,10015
2022-12-05,Tengah,13489
2022-12-06,Utara,3462
2022-12-06,Selatan,15708
2022-12-06,Pantai Timur,11271
2022-12-06,Malaysia Timur,832
2022-12-06,Tengah,12600
2022-12-07,Utara,10998
2022-12-07,Selatan,5954
2022-12-07,Pantai Timur,14295
2022-12-07,Malaysia Timur,14294
2022-12-07,Tengah,10682
2022-12-08,Utara,14078
2022-12-08,Selatan,8519
2022-12-08,Pantai Timur,7221
2022-12-08,Malaysia Timur,15096
2022-12-08,Tengah,3310
2022-12-09,Utara,3300
2022-12-09,Selatan,6722
2022-12-09,Pantai Timur,7218
2022-12-09,Malaysia Timur,7776
2022-12-09,Tengah,3675
2022-12-10,Utara,3054
2022-12-10,Selatan,13575
2022-12-10,Pantai Timur,7970
2022-12-10,Malaysia Timur,2143
2022-12-10,Tengah,5207
2022-12-11,Utara,15437
2022-12-11,Selatan,9503
2022-12-11,Pantai Timur,11383
2022-12-11,Malaysia Timur,15149
2022-12-11,Tengah,2538
2022-12-12,Utara,12175
2022-12-12,Selatan,4547
2022-12-12,Pantai Timur,5619
2022-12-12,Malaysia Timur,8356
2022-12-12,Tengah,12469
2022-12-13,Utara,6612
2022-12-13,Selatan,5005
